PAR_TC,PAR_SC,PAR_SC_V,PAR_ASE1,PAR_ASE2,PAR_ASE3,PAR_ASE4,PAR_ASE5,PAR_ASE6,PAR_ASE7,PAR_ASE8,PAR_ASE9,PAR_ASE10,PAR_ASE11,PAR_ASE12,PAR_ASE13,PAR_ASE14,PAR_ASE15,PAR_ASE16,PAR_ASE17,PAR_ASE18,PAR_ASE19,PAR_ASE20,PAR_ASE21,PAR_ASE22,PAR_ASE23,PAR_ASE24,PAR_ASE25,PAR_ASE26,PAR_ASE27,PAR_ASE28,PAR_ASE29,PAR_ASE30,PAR_ASE31,PAR_ASE32,PAR_ASE33,PAR_ASE34,PAR_ASE_M,PAR_ASEV1,PAR_ASEV2,PAR_ASEV3,PAR_ASEV4,PAR_ASEV5,PAR_ASEV6,PAR_ASEV7,PAR_ASEV8,PAR_ASEV9,PAR_ASEV10,PAR_ASEV11,PAR_ASEV12,PAR_ASEV13,PAR_ASEV14,PAR_ASEV15,PAR_ASEV16,PAR_ASEV17,PAR_ASEV18,PAR_ASEV19,PAR_ASEV20,PAR_ASEV21,PAR_ASEV22,PAR_ASEV23,PAR_ASEV24,PAR_ASEV25,PAR_ASEV26,PAR_ASEV27,PAR_ASEV28,PAR_ASEV29,PAR_ASEV30,PAR_ASEV31,PAR_ASEV32,PAR_ASEV33,PAR_ASEV34,PAR_ASE_MV,PAR_ASC,PAR_ASC_V,PAR_ASS,PAR_ASS_V,PAR_SFM1,PAR_SFM2,PAR_SFM3,PAR_SFM4,PAR_SFM5,PAR_SFM6,PAR_SFM7,PAR_SFM8,PAR_SFM9,PAR_SFM10,PAR_SFM11,PAR_SFM12,PAR_SFM13,PAR_SFM14,PAR_SFM15,PAR_SFM16,PAR_SFM17,PAR_SFM18,PAR_SFM19,PAR_SFM20,PAR_SFM21,PAR_SFM22,PAR_SFM23,PAR_SFM24,PAR_SFM_M,PAR_SFMV1,PAR_SFMV2,PAR_SFMV3,PAR_SFMV4,PAR_SFMV5,PAR_SFMV6,PAR_SFMV7,PAR_SFMV8,PAR_SFMV9,PAR_SFMV10,PAR_SFMV11,PAR_SFMV12,PAR_SFMV13,PAR_SFMV14,PAR_SFMV15,PAR_SFMV16,PAR_SFMV17,PAR_SFMV18,PAR_SFMV19,PAR_SFMV20,PAR_SFMV21,PAR_SFMV22,PAR_SFMV23,PAR_SFMV24,PAR_SFM_MV,PAR_MFCC1,PAR_MFCC2,PAR_MFCC3,PAR_MFCC4,PAR_MFCC5,PAR_MFCC6,PAR_MFCC7,PAR_MFCC8,PAR_MFCC9,PAR_MFCC10,PAR_MFCC11,PAR_MFCC12,PAR_MFCC13,PAR_MFCC14,PAR_MFCC15,PAR_MFCC16,PAR_MFCC17,PAR_MFCC18,PAR_MFCC19,PAR_MFCC20,PAR_MFCCV1,PAR_MFCCV2,PAR_MFCCV3,PAR_MFCCV4,PAR_MFCCV5,PAR_MFCCV6,PAR_MFCCV7,PAR_MFCCV8,PAR_MFCCV9,PAR_MFCCV10,PAR_MFCCV11,PAR_MFCCV12,PAR_MFCCV13,PAR_MFCCV14,PAR_MFCCV15,PAR_MFCCV16,PAR_MFCCV17,PAR_MFCCV18,PAR_MFCCV19,PAR_MFCCV20,PAR_THR_1RMS_TOT,PAR_THR_2RMS_TOT,PAR_THR_3RMS_TOT,PAR_THR_1RMS_10FR_MEAN,PAR_THR_1RMS_10FR_VAR,PAR_THR_2RMS_10FR_MEAN,PAR_THR_2RMS_10FR_VAR,PAR_THR_3RMS_10FR_MEAN,PAR_THR_3RMS_10FR_VAR,PAR_PEAK_RMS_TOT,PAR_PEAK_RMS10FR_MEAN,PAR_PEAK_RMS10FR_VAR,PAR_ZCD,PAR_1RMS_TCD,PAR_2RMS_TCD,PAR_3RMS_TCD,PAR_ZCD_10FR_MEAN,PAR_ZCD_10FR_VAR,PAR_1RMS_TCD_10FR_MEAN,PAR_1RMS_TCD_10FR_VAR,PAR_2RMS_TCD_10FR_MEAN,PAR_2RMS_TCD_10FR_VAR,PAR_3RMS_TCD_10FR_MEAN,PAR_3RMS_TCD_10FR_VAR,GENRE
2.4502,583.49,68958,-0.13993,-0.13027,-0.12187,-0.10676,-0.093562,-0.086051,-0.088964,-0.10163,-0.12446,-0.13376,-0.13267,-0.1428,-0.15061,-0.14682,-0.15802,-0.16248,-0.15872,-0.17332,-0.17682,-0.15956,-0.16461,-0.15397,-0.13452,-0.14373,-0.15807,-0.17676,-0.17932,-0.20889,-0.21361,-0.22026,-0.22616,-0.25379,-0.28752,-0.31693,-0.16256,0.00056497,0.00067625,0.0005867,0.00028413,0.00020704,0.00023835,0.00031313,0.00035165,0.00031864,0.00035547,0.00038172,0.00027099,0.00025361,0.00022727,0.00023646,0.00033916,0.00023581,0.00019119,0.00021931,0.0002499,0.00021827,0.00013334,0.00015175,0.00013219,0.00017561,0.0000986,0.00010376,0.00013895,0.00025924,0.00031448,0.00031601,0.00045287,0.00033302,0.00015546,0.00027898,-2.225,0.25075,1.6342,0.1027,0.17415,0.0055141,0.10148,0.10377,0.073696,0.060353,0.049892,0.040746,0.080851,0.06884,0.052413,0.046153,0.10415,0.078435,0.068469,0.0466,0.11707,0.077993,0.074688,0.063872,0.12281,0.096704,0.06267,0.051569,0.075954,0.0024988,0.00000262,0.0010402,0.00090019,0.00048254,0.00040862,0.00023312,0.00015775,0.00030948,0.00029964,0.00025147,0.0001307,0.00035194,0.00016094,0.00011416,0.00013304,0.00016703,0.00040034,0.00011673,0.0000662,0.00014372,0.00024557,0.00022088,0.00024461,0.00037834,-0.74535,-0.10295,1.0691,-0.24988,0.12722,0.18746,0.086597,0.095171,0.2843,-0.11128,0.0044236,0.04894,0.12962,0.066248,-0.013904,0.12889,-0.079054,0.026134,-0.13806,-0.043143,-0.74535,-0.10295,1.0691,-0.24988,0.12722,0.18746,0.086597,0.095171,0.2843,-0.11128,0.0044236,0.04894,0.12962,0.066248,-0.013904,0.12889,-0.079054,0.026134,-0.13806,-0.043143,0.16427,0.020159,0,0.16653,0.0000784,0.02061,0.0000233,0.00029932,0.000000239,2.948,2.9991,0.067878,0.04595,0.062794,0.013805,0,0.045834,0.0000251,0.061388,0.0000612,0.013203,0.0000229,0,0,Rock
2.5288,769.24,83637,-0.1831,-0.17679,-0.14906,-0.13623,-0.12564,-0.11954,-0.11952,-0.12222,-0.12769,-0.13313,-0.12896,-0.12862,-0.11757,-0.10605,-0.11759,-0.13363,-0.12605,-0.1211,-0.1505,-0.15985,-0.14245,-0.13263,-0.15307,-0.16453,-0.15639,-0.17659,-0.18939,-0.19283,-0.211,-0.2216,-0.22479,-0.24249,-0.31752,-0.31486,-0.16244,0.00028818,0.00039843,0.0002961,0.00030532,0.00026114,0.00026192,0.00023517,0.00023484,0.00025511,0.00028422,0.000252,0.00020078,0.00063631,0.000722,0.0002351,0.00032861,0.00047747,0.00048647,0.00027251,0.00030832,0.00036539,0.00033665,0.00044286,0.00029551,0.00035684,0.00033894,0.00036349,0.00038252,0.00029195,0.00035425,0.00054583,0.00070995,0.000449,0.00048202,0.00036633,-0.98687,0.23215,1.1968,0.1087,0.19522,0.0063948,0.1053,0.10075,0.058993,0.04666,0.038535,0.028618,0.046987,0.042624,0.040374,0.02734,0.047971,0.039084,0.03869,0.024757,0.049006,0.048159,0.032525,0.029145,0.072824,0.060889,0.022383,0.082275,0.053563,0.0019888,0.00000207,0.0013649,0.0016029,0.00083617,0.000567,0.00030018,0.00021232,0.00077598,0.000567,0.00019658,0.00021685,0.0008135,0.00050461,0.00044707,0.00027355,0.00086544,0.0011349,0.00054721,0.00033836,0.0014572,0.0013145,0.00067058,0.00000654,0.00070852,0.90089,-0.45053,0.23419,-0.48446,-0.25832,-0.039402,0.14847,-0.25497,-0.44965,0.063865,0.0045322,-0.0023039,0.11096,-0.056063,0.080483,-0.030133,-0.032965,-0.11508,-0.065114,-0.047766,0.90089,-0.45053,0.23419,-0.48446,-0.25832,-0.039402,0.14847,-0.25497,-0.44965,0.063865,0.0045322,-0.0023039,0.11096,-0.056063,0.080483,-0.030133,-0.032965,-0.11508,-0.065114,-0.047766,0.15183,0.028272,0.0026122,0.15872,0.00021203,0.024805,0.0000164,0.0019755,0.00000239,5.2521,5.3518,0.85577,0.047265,0.052399,0.01249,0.0013061,0.044653,0.00017434,0.050313,0.00010279,0.01298,0.0000384,0.0013714,0.00000184,Jazz
2.4865,1033.5,246460,-0.12686,-0.11874,-0.11005,-0.1087,-0.11229,-0.12304,-0.12873,-0.1357,-0.14258,-0.14943,-0.14894,-0.15045,-0.14035,-0.15444,-0.14562,-0.14197,-0.1521,-0.14977,-0.14715,-0.1506,-0.14581,-0.13471,-0.13501,-0.14937,-0.15596,-0.17145,-0.17944,-0.20006,-0.20715,-0.21495,-0.21741,-0.23143,-0.28249,-0.35966,-0.16242,0.00059946,0.00079359,0.00054931,0.00050886,0.00046827,0.00029273,0.00029469,0.00031244,0.0006171,0.00052305,0.0005589,0.00067277,0.00072306,0.00053218,0.00029948,0.00037971,0.00045043,0.00026719,0.00021254,0.00022061,0.00025625,0.00022542,0.00016333,0.00011976,0.00010873,0.0001375,0.0001628,0.00048175,0.00046932,0.00032337,0.00033199,0.0005031,0.0026908,0.00066267,0.00046804,-1.4758,0.71484,2.0635,0.10167,0.17458,0.0051787,0.079899,0.087715,0.070966,0.06392,0.0422,0.032877,0.070492,0.064023,0.048882,0.042118,0.09504,0.075523,0.072244,0.055999,0.10748,0.092779,0.064484,0.053122,0.098155,0.0805,0.026783,0.022289,0.067802,0.0027943,0.00000306,0.001684,0.0013982,0.00062408,0.00039446,0.00023485,0.00018532,0.00046061,0.00031828,0.00022669,0.00014007,0.00058264,0.00021304,0.00014206,0.00010459,0.00030932,0.00029087,0.00039056,0.00028426,0.00076984,0.00069409,0.00050599,0.00089778,0.00056871,-0.67551,-0.55597,0.53234,-0.22429,-0.022411,-0.018607,0.041024,-0.10535,0.11008,0.011735,0.032753,-0.022032,0.072002,-0.081793,0.048448,0.052588,-0.033873,-0.062569,-0.087749,0.0006159,-0.67551,-0.55597,0.53234,-0.22429,-0.022411,-0.018607,0.041024,-0.10535,0.11008,0.011735,0.032753,-0.022032,0.072002,-0.081793,0.048448,0.052588,-0.033873,-0.062569,-0.087749,0.0006159,0.15249,0.024263,0.001161,0.15306,0.000079,0.024419,0.0000154,0.0011048,0.00000174,3.1796,3.197,0.060651,0.072993,0.084463,0.018667,0.0014966,0.070868,0.0000446,0.081627,0.00014517,0.018427,0.0000271,0.0015456,0.000000981,Rock
2.4986,1344,481490,-0.15158,-0.1469,-0.13666,-0.12923,-0.12619,-0.12834,-0.129,-0.12283,-0.12835,-0.12483,-0.13172,-0.14167,-0.16143,-0.16008,-0.1651,-0.17068,-0.17427,-0.17067,-0.16504,-0.16817,-0.15021,-0.14148,-0.14164,-0.16275,-0.16584,-0.16993,-0.16599,-0.1722,-0.18007,-0.19068,-0.20544,-0.22012,-0.26752,-0.33399,-0.16472,0.00059419,0.00073459,0.00057773,0.00048944,0.00046355,0.00036799,0.00030849,0.00029014,0.00031116,0.00031942,0.00029644,0.00041853,0.00041649,0.00027128,0.00038052,0.00034239,0.00034515,0.00046579,0.00037516,0.00045615,0.00058398,0.00051649,0.00063568,0.00047036,0.00034007,0.00023063,0.00020692,0.00020394,0.00022972,0.00030797,0.00049279,0.0016083,0.003245,0.00084585,0.0005336,-1.11,0.89416,1.9127,0.20602,0.17925,0.0055472,0.094745,0.10811,0.074972,0.063377,0.048431,0.038842,0.067734,0.056972,0.039965,0.032192,0.076665,0.048581,0.051829,0.043019,0.10015,0.090436,0.071804,0.053229,0.094349,0.062193,0.039049,0.028701,0.065422,0.0020627,0.00000342,0.0012775,0.0011869,0.00056856,0.00045758,0.00029955,0.00023706,0.00072127,0.00046314,0.0003244,0.0002023,0.0008555,0.00052516,0.00041364,0.00041432,0.00083119,0.00046383,0.00032038,0.00023261,0.00093891,0.0011751,0.0010127,0.001273,0.00067754,-1.1156,-0.036629,0.65412,0.44861,-0.16024,0.25513,0.21411,-0.13082,0.034845,0.060441,0.03349,-0.041684,0.066593,-0.040934,0.05019,0.054248,-0.14668,-0.036341,-0.067681,-0.069649,-1.1156,-0.036629,0.65412,0.44861,-0.16024,0.25513,0.21411,-0.13082,0.034845,0.060441,0.03349,-0.041684,0.066593,-0.040934,0.05019,0.054248,-0.14668,-0.036341,-0.067681,-0.069649,0.13837,0.026172,0.0046304,0.13771,0.00039218,0.026035,0.0000107,0.0046585,0.000014,5.9179,6.147,0.79242,0.092798,0.097932,0.025034,0.0048345,0.094574,0.00040198,0.097312,0.00098098,0.024631,0.00010549,0.0048109,0.0000058,Blues
2.4618,822.31,71083,-0.16473,-0.17254,-0.17595,-0.17425,-0.17466,-0.17553,-0.17274,-0.1649,-0.16723,-0.16843,-0.13762,-0.12426,-0.10848,-0.11387,-0.12861,-0.11366,-0.14255,-0.12981,-0.12872,-0.12272,-0.14919,-0.13896,-0.13923,-0.14112,-0.16915,-0.18163,-0.18958,-0.18825,-0.20114,-0.20836,-0.22109,-0.23769,-0.25657,-0.25422,-0.16581,0.00022855,0.00031905,0.0002638,0.00029255,0.00034784,0.00046373,0.00056965,0.00066948,0.00062465,0.00043863,0.0012874,0.0010547,0.00071227,0.00025269,0.00091855,0.0011852,0.00039574,0.00071045,0.0005643,0.0010174,0.00026449,0.00025542,0.00056837,0.00073241,0.00028009,0.00019528,0.00025967,0.00018247,0.00017186,0.00017048,0.00024338,0.00023425,0.00015933,0.00015889,0.00047626,-0.55879,0.25584,0.67703,0.058578,0.11068,0.0038333,0.06641,0.067526,0.028456,0.026878,0.020414,0.027239,0.041693,0.02077,0.015604,0.02074,0.045737,0.031212,0.022611,0.031726,0.078451,0.058865,0.042831,0.039053,0.089915,0.087399,0.064976,0.082843,0.046911,0.0057359,0.00000232,0.0013945,0.0013176,0.000522,0.00048593,0.00032034,0.00020767,0.00076405,0.00042287,0.00023124,0.00026472,0.0011324,0.00067865,0.00050141,0.00039898,0.00078067,0.00090321,0.00059609,0.00031509,0.0010493,0.00072379,0.00080308,0.0000000997,0.00081466,1.6714,-1.0715,0.1724,-0.37948,-0.19086,-0.00396,-0.6486,-0.24113,0.10008,-0.11018,-0.22532,-0.14845,-0.14167,0.08676,-0.075159,-0.15918,0.0078937,-0.10342,-0.25436,-0.018559,1.6714,-1.0715,0.1724,-0.37948,-0.19086,-0.00396,-0.6486,-0.24113,0.10008,-0.11018,-0.22532,-0.14845,-0.14167,0.08676,-0.075159,-0.15918,0.0078937,-0.10342,-0.25436,-0.018559,0.07976,0.028889,0.016971,0.14483,0.00058441,0.030509,0.0000701,0.0039238,0.000019,7.8187,18.718,385.45,0.041229,0.027909,0.0095692,0.0059138,0.039913,0.00010385,0.029377,0.00080236,0.011385,0.00047904,0.0070966,0.00025724,Jazz
2.5344,1349.3,226640,-0.12915,-0.11821,-0.11548,-0.11342,-0.11394,-0.11846,-0.12474,-0.13566,-0.14653,-0.14527,-0.14648,-0.15345,-0.1498,-0.15276,-0.15509,-0.14668,-0.15326,-0.15663,-0.15588,-0.16146,-0.15296,-0.14577,-0.13655,-0.15083,-0.15012,-0.15422,-0.16264,-0.16981,-0.18296,-0.19124,-0.20315,-0.23757,-0.32337,-0.36106,-0.16219,0.00045081,0.00053676,0.00045526,0.00036837,0.00031666,0.00033349,0.00037983,0.00037968,0.00057267,0.00048305,0.00038629,0.00034648,0.00035335,0.00026205,0.00020224,0.00024145,0.00029084,0.00025137,0.00033552,0.00028762,0.00029213,0.00023617,0.00024734,0.00016998,0.0000963,0.00011888,0.00010501,0.00016735,0.00025149,0.00021449,0.00024098,0.0016747,0.0028783,0.00061786,0.00042779,-1.2491,0.7538,2.2298,0.11539,0.18175,0.0053159,0.11367,0.11268,0.079551,0.064845,0.053888,0.041448,0.078107,0.066345,0.054241,0.046086,0.10158,0.07662,0.070874,0.060939,0.11547,0.097725,0.077273,0.061065,0.11263,0.061785,0.015312,0.041543,0.074614,0.0020061,0.00000357,0.00090501,0.0010112,0.00046969,0.00052505,0.00027046,0.00016117,0.00037131,0.00038234,0.00022733,0.00011855,0.00042105,0.00029769,0.00024084,0.0000859,0.00033823,0.00027716,0.00015544,0.0001358,0.00052982,0.0008481,0.00042103,0.0014457,0.00048536,-1.2993,-0.08626,0.2662,-0.17496,-0.039372,0.12803,0.10287,-0.059014,0.12969,0.071018,0.00053668,0.045824,0.060972,-0.055252,0.057136,0.080764,-0.039735,-0.074036,-0.032183,-0.051661,-1.2993,-0.08626,0.2662,-0.17496,-0.039372,0.12803,0.10287,-0.059014,0.12969,0.071018,0.00053668,0.045824,0.060972,-0.055252,0.057136,0.080764,-0.039735,-0.074036,-0.032183,-0.051661,0.1575,0.022726,0.0013741,0.15702,0.0000448,0.022688,0.0000159,0.0013388,0.000000795,3.639,3.6524,0.064279,0.09468,0.1149,0.025361,0.0022132,0.094971,0.00032959,0.11427,0.00031795,0.025513,0.0000458,0.0024707,0.00000105,Rock
2.4118,350.15,12973,-0.11155,-0.1131,-0.10561,-0.10066,-0.1002,-0.10499,-0.1134,-0.12158,-0.12032,-0.11148,-0.11042,-0.10476,-0.10318,-0.09416,-0.12308,-0.13227,-0.13952,-0.13701,-0.15392,-0.16416,-0.16658,-0.1623,-0.18418,-0.19128,-0.19651,-0.20643,-0.2233,-0.22967,-0.2348,-0.24229,-0.25659,-0.26671,-0.27179,-0.26834,-0.16077,0.00021796,0.00039609,0.00029404,0.00026971,0.00027762,0.00027041,0.00025541,0.00020747,0.00020609,0.00025009,0.00046711,0.00040229,0.0005115,0.00053624,0.00087895,0.00024153,0.00018501,0.00037097,0.0002238,0.00017016,0.00014728,0.00020554,0.00013605,0.00010687,0.00011062,0.00012387,0.0000502,0.0000603,0.0000687,0.00020113,0.00032866,0.00021061,0.0000973,0.0000912,0.00025208,-1.9916,0.48373,1.0974,0.084542,0.16784,0.0047826,0.080608,0.070007,0.042732,0.038569,0.043829,0.028928,0.055141,0.055789,0.046249,0.036424,0.078552,0.073064,0.069869,0.055799,0.1027,0.10319,0.086333,0.065556,0.11135,0.1016,0.08951,0.082555,0.070457,0.0029874,0.00000423,0.0012234,0.0017174,0.00071616,0.00044646,0.00034001,0.00022403,0.00077584,0.00050226,0.00020406,0.00014285,0.00071168,0.00026621,0.00014437,0.0000949,0.00046179,0.00015064,0.0000608,0.00013792,0.00059644,0.0007582,0.00044058,0.000000904,0.00054619,2.7477,0.054906,0.47784,-0.24247,-0.17099,-0.22237,-0.023858,-0.24686,-0.34479,0.028637,-0.029486,-0.054122,0.030887,0.04713,-0.038196,-0.015641,0.022653,-0.1208,-0.10572,-0.040186,2.7477,0.054906,0.47784,-0.24247,-0.17099,-0.22237,-0.023858,-0.24686,-0.34479,0.028637,-0.029486,-0.054122,0.030887,0.04713,-0.038196,-0.015641,0.022653,-0.1208,-0.10572,-0.040186,0.13718,0.029914,0.0046168,0.15353,0.00014414,0.025393,0.0000506,0.0023673,0.00000376,5.0811,6.0969,2.433,0.019156,0.019973,0.0059592,0.001288,0.019331,0.00000776,0.018248,0.0000511,0.0041905,0.0000141,0.00056599,0.000000584,Classical
2.3216,583.78,63097,-0.19941,-0.20411,-0.19564,-0.18473,-0.17866,-0.17341,-0.16708,-0.12966,-0.10592,-0.10612,-0.12265,-0.11002,-0.11972,-0.13575,-0.14408,-0.14181,-0.13815,-0.14402,-0.13466,-0.12789,-0.14403,-0.14775,-0.15245,-0.15922,-0.17021,-0.17545,-0.16774,-0.17448,-0.18266,-0.19159,-0.19808,-0.21542,-0.2871,-0.28441,-0.16512,0.00019931,0.00033272,0.00031515,0.00045799,0.00058389,0.00057509,0.00039369,0.0011357,0.00098758,0.00083658,0.00073272,0.00074287,0.00090475,0.00028981,0.00040923,0.00025064,0.00031684,0.00013765,0.00027079,0.00044004,0.00031548,0.0002792,0.00018209,0.00014218,0.0000993,0.0000901,0.00013356,0.00017522,0.00022663,0.00016573,0.00025589,0.00035702,0.00032356,0.00032876,0.00039376,-1.3366,0.24934,0.90293,0.073883,0.11369,0.0028729,0.064634,0.058464,0.054049,0.043448,0.03295,0.025137,0.042067,0.028679,0.02229,0.023463,0.071322,0.051364,0.042222,0.035313,0.091187,0.072075,0.057466,0.038936,0.11675,0.093358,0.018554,0.082542,0.053451,0.0046753,0.00000371,0.0013125,0.0014147,0.00055999,0.00050312,0.00026809,0.00012485,0.00043892,0.00046252,0.00031382,0.00018839,0.00094313,0.00043001,0.00024792,0.00019132,0.0005612,0.00036367,0.00024345,0.00023505,0.00022207,0.00021357,0.00039998,0.00000188,0.00059663,0.70168,-0.076685,0.24416,0.57898,0.19425,0.09789,-0.096269,-0.05921,0.082572,-0.15602,-0.11886,-0.13334,-0.022743,0.031904,-0.028645,0.012202,-0.064962,-0.019452,-0.1539,-0.067091,0.70168,-0.076685,0.24416,0.57898,0.19425,0.09789,-0.096269,-0.05921,0.082572,-0.15602,-0.11886,-0.13334,-0.022743,0.031904,-0.028645,0.012202,-0.064962,-0.019452,-0.1539,-0.067091,0.10805,0.034499,0.011891,0.16666,0.00049232,0.02265,0.00017929,0.0015401,0.00000897,6.0842,7.7011,7.2201,0.03629,0.029533,0.0052063,0.0015964,0.036016,0.00025685,0.030656,0.0000671,0.0056272,0.0000881,0.0019048,0.0000127,Classical
2.4504,704.26,290510,-0.13175,-0.12814,-0.12223,-0.11708,-0.11543,-0.11809,-0.12211,-0.12671,-0.12891,-0.12338,-0.12719,-0.14215,-0.14973,-0.14513,-0.14458,-0.15796,-0.16151,-0.16466,-0.16015,-0.16464,-0.15981,-0.15494,-0.15404,-0.17432,-0.16573,-0.17896,-0.17611,-0.18163,-0.19314,-0.20207,-0.21925,-0.2517,-0.2818,-0.32009,-0.16368,0.00050899,0.00069533,0.00065669,0.00054076,0.00046449,0.00034144,0.00036068,0.00040579,0.00034795,0.00036789,0.00041915,0.00037978,0.0004026,0.00038604,0.00051499,0.00051698,0.00038334,0.00046114,0.0002715,0.00034047,0.00032572,0.00034938,0.00032669,0.00027589,0.00038566,0.00033905,0.00036531,0.00035596,0.00029658,0.00035735,0.00045239,0.0020466,0.0019504,0.00067901,0.000508,-1.9881,0.94547,1.5936,0.16371,0.17569,0.0050445,0.095834,0.10139,0.068057,0.053426,0.042981,0.039536,0.072799,0.064721,0.048834,0.038013,0.09048,0.060004,0.059769,0.043783,0.095546,0.092707,0.073884,0.055235,0.091877,0.043445,0.04982,0.048785,0.067152,0.00275,0.00000352,0.0011748,0.0011681,0.00060989,0.00061869,0.00040212,0.00022759,0.00073621,0.00033734,0.00023477,0.00022038,0.00068652,0.00056105,0.00038355,0.00037354,0.0010611,0.00052009,0.00025644,0.00023573,0.00085939,0.001199,0.0012636,0.0013916,0.00071979,-0.29051,0.1546,0.45773,0.1941,-0.14832,0.10621,0.0038363,-0.072397,0.070966,0.10393,0.010153,-0.050989,0.13581,-0.055231,0.087502,0.037253,-0.1508,0.013982,-0.10079,-0.065628,-0.29051,0.1546,0.45773,0.1941,-0.14832,0.10621,0.0038363,-0.072397,0.070966,0.10393,0.010153,-0.050989,0.13581,-0.055231,0.087502,0.037253,-0.1508,0.013982,-0.10079,-0.065628,0.12669,0.030041,0.0070295,0.13015,0.0000744,0.029241,0.0000184,0.0064762,0.00000602,5.8008,5.8288,0.4198,0.054068,0.052413,0.016449,0.0055873,0.055532,0.0000931,0.053905,0.00031449,0.017165,0.0000657,0.0056381,0.00000359,Blues
2.4832,1016.3,1490000,-0.13507,-0.126,-0.12502,-0.12185,-0.12619,-0.13078,-0.12967,-0.12112,-0.12629,-0.13974,-0.13148,-0.1338,-0.14725,-0.14951,-0.16002,-0.17324,-0.17532,-0.17893,-0.18107,-0.18505,-0.18464,-0.18119,-0.17312,-0.17803,-0.18193,-0.18984,-0.19302,-0.19578,-0.2007,-0.19649,-0.1999,-0.2145,-0.2251,-0.24968,-0.16651,0.00098821,0.0010618,0.0011067,0.00098488,0.0010606,0.00084988,0.00085587,0.0006155,0.00036502,0.00051539,0.00069902,0.00075391,0.00058502,0.00082323,0.00051808,0.00053916,0.00041281,0.00039258,0.00031273,0.00037923,0.00031928,0.00043208,0.0003832,0.00027597,0.00033432,0.00026788,0.00029514,0.00045174,0.00057848,0.00047228,0.00047565,0.00050691,0.0004341,0.00059968,0.00057784,-1.8689,1.4189,1.618,0.30533,0.16986,0.0049545,0.083757,0.091882,0.066644,0.055348,0.050609,0.041878,0.073172,0.063814,0.055707,0.046298,0.10029,0.07033,0.063694,0.053838,0.11665,0.10122,0.079301,0.067954,0.11551,0.094791,0.0844,0.064628,0.075689,0.0030078,0.00000327,0.001295,0.0013957,0.00076787,0.00053922,0.0003196,0.00020628,0.00059328,0.00035538,0.00017137,0.00012648,0.00050437,0.00035661,0.00025177,0.00020156,0.00035537,0.00021874,0.00017757,0.0000788,0.00054644,0.00063664,0.00012912,0.00016851,0.00051694,-0.34678,0.60412,0.54891,0.093227,0.095359,0.15803,-0.047111,-0.064474,-0.031506,-0.027205,-0.02438,0.010489,0.026907,-0.007697,0.053388,0.01287,-0.039589,-0.07642,-0.078519,-0.069023,-0.34678,0.60412,0.54891,0.093227,0.095359,0.15803,-0.047111,-0.064474,-0.031506,-0.027205,-0.02438,0.010489,0.026907,-0.007697,0.053388,0.01287,-0.039589,-0.07642,-0.078519,-0.069023,0.1292,0.036735,0.0048753,0.14019,0.00015981,0.032675,0.0000668,0.002819,0.00000735,3.5632,3.7773,0.72177,0.076712,0.061556,0.021283,0.0041633,0.073502,0.00052985,0.060528,0.0005704,0.020854,0.000127,0.0037605,0.0000108,Pop
2.6108,714.87,28474,-0.16669,-0.1615,-0.15401,-0.14843,-0.14328,-0.13729,-0.12987,-0.12576,-0.12723,-0.1253,-0.10602,-0.10228,-0.1099,-0.10048,-0.12162,-0.12934,-0.12477,-0.11492,-0.14337,-0.1462,-0.12832,-0.11996,-0.13278,-0.1468,-0.16783,-0.18301,-0.19271,-0.22741,-0.23541,-0.23901,-0.25328,-0.27111,-0.28404,-0.29739,-0.16169,0.00044794,0.00063176,0.00039571,0.0002789,0.00020459,0.0002455,0.00028237,0.00026251,0.00025791,0.00029606,0.00043545,0.00034618,0.00043041,0.00048091,0.00041832,0.00023781,0.0002819,0.00024202,0.00017019,0.00025506,0.00022575,0.00019406,0.00018343,0.00024523,0.00024822,0.00014293,0.00013687,0.0000969,0.00012928,0.00010553,0.00028761,0.00073802,0.00079335,0.00035973,0.00030848,-0.92621,0.10796,1.0166,0.047171,0.16405,0.0052265,0.074432,0.077869,0.042608,0.044901,0.037705,0.029307,0.053761,0.051761,0.037042,0.032104,0.079483,0.060799,0.056092,0.044407,0.11242,0.069878,0.065729,0.052505,0.094458,0.058632,0.059618,0.061298,0.061087,0.0028162,0.00000274,0.0015281,0.0015424,0.00060175,0.00055243,0.00032842,0.00021649,0.00055317,0.00036546,0.00035174,0.00019269,0.00083495,0.00036609,0.00032634,0.00018931,0.00029688,0.0003202,0.00028759,0.00016614,0.00063699,0.00076617,0.00083385,0.00066146,0.00061407,1.3947,-0.95846,0.89582,-0.44105,-0.2305,-0.016855,0.2211,-0.42837,-0.17796,-0.32679,0.037526,-0.077759,0.043876,-0.01667,-0.0963,0.06457,-0.097107,-0.13912,-0.11642,-0.025273,1.3947,-0.95846,0.89582,-0.44105,-0.2305,-0.016855,0.2211,-0.42837,-0.17796,-0.32679,0.037526,-0.077759,0.043876,-0.01667,-0.0963,0.06457,-0.097107,-0.13912,-0.11642,-0.025273,0.14983,0.024653,0.0025488,0.15167,0.0000993,0.023429,0.0000207,0.0027048,0.00000413,5.0359,5.1492,0.5011,0.037637,0.046807,0.013179,0.0019138,0.037279,0.0000151,0.046574,0.0000711,0.0128,0.0000266,0.0020027,0.00000252,Blues
